Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2233,64,Male,Blouse,Clothing,26,Nevada,XL,Brown,Fall,3.8,No,2-Day Shipping,Yes,Yes,23,Bank Transfer,Bi-Weekly
2234,18,Male,Belt,Accessories,63,Utah,XL,Green,Winter,4.3,No,Free Shipping,Yes,Yes,11,Venmo,Fortnightly
2235,29,Female,Handbag,Accessories,40,New Hampshire,S,Magenta,Fall,3.6,No,Store Pickup,No,No,21,PayPal,Annually
2236,64,Male,Shoes,Footwear,41,Wyoming,M,White,Fall,4.5,No,Express,No,No,14,Credit Card,Annually
2237,29,Male,Dress,Clothing,95,Missouri,M,Orange,Fall,4.5,No,Express,Yes,Yes,27,Debit Card,Bi-Weekly
2238,38,Male,Coat,Outerwear,80,Oklahoma,L,Beige,Fall,4.6,No,Free Shipping,Yes,Yes,3,Cash,Every 3 Months
2239,62,Male,Jeans,Clothing,50,Maryland,XL,Silver,Fall,2.7,Yes,Store Pickup,No,No,6,Debit Card,Quarterly
2240,57,Female,Dress,Clothing,81,Nevada,S,Gray,Winter,3.7,No,Standard,No,No,29,Credit Card,Bi-Weekly
2241,47,Female,Socks,Clothing,39,Tennessee,M,Turquoise,Winter,3.6,No,2-Day Shipping,No,No,46,Cash,Every 3 Months
2242,20,Male,Scarf,Accessories,48,Arizona,S,Green,Spring,4.6,No,Express,Yes,Yes,23,Bank Transfer,Quarterly
2243,48,Male,Dress,Clothing,86,Delaware,L,Purple,Winter,4.5,No,Store Pickup,No,No,31,Cash,Quarterly
2244,60,Female,Skirt,Clothing,49,New Jersey,S,Gold,Summer,3.6,Yes,Next Day Air,Yes,Yes,45,Bank Transfer,Monthly
2245,21,Male,Dress,Clothing,93,Georgia,M,Gray,Winter,3.2,Yes,Next Day Air,No,No,37,Debit Card,Every 3 Months
2246,60,Male,Shoes,Footwear,40,Massachusetts,M,Indigo,Fall,2.5,No,Store Pickup,No,No,26,PayPal,Bi-Weekly
2247,18,Female,Belt,Accessories,79,Hawaii,S,Magenta,Summer,3.1,Yes,Store Pickup,No,No,42,Bank Transfer,Monthly
2248,60,Male,Shirt,Clothing,45,Minnesota,L,Brown,Spring,4.5,No,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly
2249,31,Male,Sunglasses,Accessories,69,Colorado,L,Gold,Winter,3.6,No,Standard,Yes,Yes,36,Credit Card,Quarterly
2250,68,Male,Shorts,Clothing,40,Rhode Island,M,Gray,Summer,3.9,No,Express,Yes,Yes,24,Debit Card,Monthly
2251,30,Male,Boots,Footwear,90,Mississippi,M,Turquoise,Winter,4.2,No,Store Pickup,Yes,Yes,14,Debit Card,Bi-Weekly
2252,70,Male,Sandals,Footwear,49,Nevada,M,Teal,Spring,3.1,No,2-Day Shipping,Yes,Yes,4,PayPal,Every 3 Months
2253,26,Male,Jeans,Clothing,61,Idaho,M,Turquoise,Winter,2.9,No,Next Day Air,No,No,28,Debit Card,Annually
2254,19,Female,Shirt,Clothing,46,Nevada,XL,Cyan,Winter,3.0,Yes,Next Day Air,No,No,17,Cash,Monthly
2255,27,Female,Hat,Accessories,23,Arizona,M,White,Spring,2.7,No,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly
2256,56,Male,Jewelry,Accessories,76,South Carolina,M,Olive,Spring,2.8,No,Standard,Yes,Yes,44,Cash,Every 3 Months
2257,70,Female,Jacket,Outerwear,46,Indiana,M,Pink,Winter,2.9,No,Standard,No,No,19,Bank Transfer,Annually
2258,28,Female,Shirt,Clothing,92,Ohio,L,Gold,Spring,4.4,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
2259,32,Male,Jacket,Outerwear,39,Hawaii,M,Silver,Summer,3.2,No,Standard,No,No,15,Venmo,Every 3 Months
2260,43,Male,Handbag,Accessories,79,North Carolina,XL,Pink,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,5,Bank Transfer,Monthly
2261,49,Male,Dress,Clothing,34,Montana,M,Green,Spring,3.7,Yes,2-Day Shipping,No,No,12,PayPal,Monthly
2262,38,Female,Sneakers,Footwear,86,Ohio,M,White,Fall,3.7,Yes,Express,No,No,3,Bank Transfer,Every 3 Months
2263,35,Male,Socks,Clothing,20,Indiana,L,Teal,Spring,2.6,No,2-Day Shipping,Yes,Yes,12,Debit Card,Weekly
2264,23,Female,Jacket,Outerwear,90,Tennessee,L,Brown,Fall,4.5,No,2-Day Shipping,No,No,48,Credit Card,Every 3 Months
2265,65,Male,Jeans,Clothing,38,Maryland,M,Teal,Winter,3.2,No,Express,Yes,Yes,27,Credit Card,Every 3 Months
2266,48,Female,Boots,Footwear,26,Delaware,M,Orange,Fall,4.8,Yes,Standard,Yes,Yes,37,PayPal,Monthly
2267,53,Female,Jacket,Outerwear,78,Texas,M,Green,Winter,5.0,No,Standard,No,No,1,PayPal,Monthly
2268,36,Male,Boots,Footwear,74,North Carolina,XL,Violet,Fall,4.4,No,Express,Yes,Yes,49,Venmo,Quarterly
2269,20,Male,Sneakers,Footwear,91,Arizona,XL,Maroon,Fall,3.7,No,2-Day Shipping,No,No,15,Bank Transfer,Quarterly
2270,69,Female,Socks,Clothing,44,Minnesota,M,Turquoise,Fall,2.7,Yes,Store Pickup,No,No,47,Cash,Fortnightly
2271,50,Male,Gloves,Accessories,99,New Jersey,XL,Charcoal,Winter,2.9,No,Next Day Air,No,No,12,Cash,Weekly
2272,46,Male,Backpack,Accessories,46,Montana,L,Gold,Spring,4.7,Yes,Next Day Air,Yes,Yes,29,Bank Transfer,Bi-Weekly
2273,27,Female,Jacket,Outerwear,68,Iowa,M,Purple,Fall,2.8,Yes,Standard,No,No,49,Cash,Quarterly
2274,45,Male,Sandals,Footwear,51,Louisiana,M,Orange,Winter,3.6,No,Express,Yes,Yes,38,Debit Card,Weekly
2275,50,Male,Shoes,Footwear,26,California,L,Indigo,Spring,4.9,No,Next Day Air,No,No,32,PayPal,Annually
2276,26,Male,Hat,Accessories,68,Arkansas,XL,Silver,Winter,3.5,No,Free Shipping,No,No,50,Debit Card,Quarterly
2277,55,Female,Handbag,Accessories,67,Arizona,S,Purple,Spring,4.4,Yes,Next Day Air,No,No,24,PayPal,Weekly
2278,40,Male,Sandals,Footwear,46,Alabama,M,Olive,Winter,3.5,Yes,Store Pickup,Yes,Yes,43,Bank Transfer,Weekly
2279,56,Male,Backpack,Accessories,98,Iowa,L,Silver,Fall,2.8,No,2-Day Shipping,Yes,Yes,48,Credit Card,Bi-Weekly
2280,67,Male,Hoodie,Clothing,26,Massachusetts,L,Lavender,Fall,4.8,No,Store Pickup,Yes,Yes,45,PayPal,Fortnightly
2281,34,Male,Scarf,Accessories,56,New York,M,Gray,Fall,3.3,Yes,2-Day Shipping,Yes,Yes,9,Venmo,Every 3 Months
2282,39,Male,Dress,Clothing,46,North Dakota,L,Violet,Winter,4.3,No,Store Pickup,No,No,29,Bank Transfer,Every 3 Months
2283,39,Male,Sneakers,Footwear,76,North Carolina,M,Cyan,Summer,4.0,Yes,Express,Yes,Yes,6,PayPal,Every 3 Months
2284,52,Male,Shorts,Clothing,98,Delaware,XL,Purple,Spring,2.9,No,2-Day Shipping,No,No,17,Credit Card,Annually
2285,56,Female,Gloves,Accessories,57,Oklahoma,L,Orange,Summer,2.7,No,Standard,No,No,22,Venmo,Quarterly
2286,64,Female,Scarf,Accessories,80,Hawaii,L,Violet,Fall,4.1,No,Express,Yes,Yes,43,Venmo,Annually
2287,53,Male,Sweater,Clothing,68,Arizona,XL,Silver,Fall,4.5,No,Free Shipping,Yes,Yes,44,PayPal,Weekly
2288,35,Male,Shorts,Clothing,88,Alaska,L,Gold,Summer,3.3,Yes,Free Shipping,No,No,22,Cash,Weekly
2289,27,Male,Jacket,Outerwear,45,Alaska,L,Teal,Fall,4.3,No,Store Pickup,Yes,Yes,27,Venmo,Quarterly
2290,24,Female,Scarf,Accessories,45,Oregon,M,Green,Spring,4.1,No,Express,No,No,24,Bank Transfer,Annually
2291,25,Female,Gloves,Accessories,66,California,M,Turquoise,Winter,4.2,Yes,Free Shipping,No,No,25,Venmo,Annually
2292,67,Female,Jacket,Outerwear,95,New York,XL,Purple,Spring,3.5,No,2-Day Shipping,No,No,34,Cash,Quarterly
2293,21,Male,Boots,Footwear,46,Minnesota,L,Pink,Summer,2.7,No,Next Day Air,No,No,34,Debit Card,Bi-Weekly
2294,44,Female,Skirt,Clothing,56,Idaho,S,White,Spring,3.5,No,Store Pickup,No,No,10,Debit Card,Quarterly
2295,48,Male,Sweater,Clothing,71,Mississippi,M,Olive,Winter,4.3,No,Store Pickup,Yes,Yes,16,Venmo,Fortnightly
2296,32,Male,Belt,Accessories,70,Iowa,M,Black,Fall,3.3,No,Next Day Air,Yes,Yes,10,Cash,Fortnightly
2297,50,Male,Sandals,Footwear,95,California,XL,Charcoal,Fall,3.5,Yes,Standard,Yes,Yes,30,Bank Transfer,Annually
2298,27,Male,Shorts,Clothing,40,Utah,L,Pink,Winter,3.0,No,Free Shipping,Yes,Yes,25,Debit Card,Fortnightly
2299,47,Male,Sunglasses,Accessories,84,North Carolina,M,Magenta,Spring,2.9,Yes,Free Shipping,No,No,9,PayPal,Annually
2300,70,Male,Scarf,Accessories,28,Texas,XL,Violet,Spring,2.6,No,Standard,Yes,Yes,35,Cash,Quarterly
2301,22,Male,Blouse,Clothing,57,Idaho,L,Charcoal,Summer,3.5,No,Store Pickup,Yes,Yes,31,Venmo,Monthly
2302,48,Male,Dress,Clothing,21,Illinois,L,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly
2303,60,Male,Pants,Clothing,78,South Dakota,S,Silver,Summer,2.7,No,Express,Yes,Yes,50,Credit Card,Fortnightly
2304,40,Male,Dress,Clothing,66,Oklahoma,L,Peach,Winter,4.3,No,2-Day Shipping,Yes,Yes,49,Credit Card,Fortnightly
2305,61,Male,Shorts,Clothing,21,Wyoming,L,Orange,Fall,4.5,No,Standard,No,No,30,Debit Card,Every 3 Months
2306,57,Female,Dress,Clothing,56,Alaska,XL,Indigo,Summer,3.2,Yes,Next Day Air,Yes,Yes,3,Venmo,Quarterly
2307,49,Female,Scarf,Accessories,64,South Dakota,XL,Indigo,Summer,3.5,Yes,Next Day Air,No,No,27,Credit Card,Monthly
2308,38,Male,Blouse,Clothing,80,Montana,XL,Beige,Spring,4.1,Yes,Express,Yes,Yes,5,PayPal,Monthly
2309,21,Male,Sneakers,Footwear,53,Minnesota,M,Yellow,Summer,2.9,No,Next Day Air,No,No,46,Debit Card,Weekly
2310,29,Male,Socks,Clothing,71,South Dakota,S,Green,Summer,3.2,No,Free Shipping,Yes,Yes,4,Cash,Annually
2311,38,Male,Socks,Clothing,100,Wyoming,XL,Purple,Fall,3.6,No,Store Pickup,Yes,Yes,46,Venmo,Monthly
2312,39,Male,Sweater,Clothing,95,Alabama,M,Silver,Spring,3.8,No,Standard,No,No,1,Venmo,Fortnightly
2313,53,Male,Sneakers,Footwear,49,New York,L,Maroon,Fall,4.0,No,Next Day Air,Yes,Yes,42,Cash,Monthly
2314,30,Male,Sweater,Clothing,36,Nevada,M,Orange,Summer,2.8,No,Next Day Air,Yes,Yes,49,Credit Card,Weekly
2315,40,Male,Sneakers,Footwear,69,Missouri,L,Gold,Summer,3.7,Yes,Free Shipping,No,No,28,Cash,Fortnightly
2316,32,Female,Handbag,Accessories,90,New Hampshire,M,Orange,Summer,3.1,No,2-Day Shipping,Yes,Yes,5,Bank Transfer,Annually
2317,36,Male,Scarf,Accessories,92,Tennessee,M,Maroon,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Fortnightly
2318,18,Female,Dress,Clothing,93,Minnesota,L,Lavender,Fall,3.4,No,Store Pickup,Yes,Yes,30,PayPal,Every 3 Months
2319,47,Male,Dress,Clothing,39,Indiana,M,Purple,Spring,3.9,No,Standard,Yes,Yes,5,Cash,Annually
2320,64,Male,Jeans,Clothing,54,Tennessee,L,Violet,Summer,4.3,No,Free Shipping,Yes,Yes,47,PayPal,Weekly
2321,20,Male,Pants,Clothing,73,Florida,M,Yellow,Fall,4.3,No,Free Shipping,Yes,Yes,37,PayPal,Annually
2322,47,Female,Hoodie,Clothing,98,Iowa,M,Violet,Spring,2.7,No,Free Shipping,No,No,38,Credit Card,Fortnightly
2323,49,Female,Sneakers,Footwear,23,Colorado,L,Magenta,Spring,3.4,No,Free Shipping,No,No,25,Bank Transfer,Bi-Weekly
2324,64,Male,Scarf,Accessories,20,South Carolina,XL,Teal,Summer,4.1,Yes,Express,Yes,Yes,14,Venmo,Fortnightly
2325,37,Female,Belt,Accessories,45,Alaska,L,Peach,Fall,3.0,No,Free Shipping,No,No,11,Debit Card,Annually
2326,20,Female,Scarf,Accessories,92,Illinois,L,Yellow,Fall,4.7,Yes,Standard,Yes,Yes,33,Bank Transfer,Bi-Weekly
2327,51,Male,Dress,Clothing,85,West Virginia,S,Silver,Spring,4.9,No,2-Day Shipping,No,No,42,PayPal,Fortnightly
2328,36,Male,Belt,Accessories,32,Utah,S,Gold,Fall,3.4,No,Free Shipping,Yes,Yes,24,PayPal,Fortnightly
2329,34,Female,Sneakers,Footwear,87,California,S,Maroon,Winter,2.7,No,Standard,Yes,Yes,18,Bank Transfer,Monthly
2330,61,Male,Shirt,Clothing,63,South Dakota,M,Maroon,Spring,3.5,No,Store Pickup,No,No,13,Credit Card,Every 3 Months
2331,36,Male,Scarf,Accessories,27,California,M,Gold,Spring,4.0,Yes,Store Pickup,No,No,19,Venmo,Fortnightly
2332,39,Male,Shirt,Clothing,66,Wyoming,M,Cyan,Fall,4.2,No,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly
2333,60,Male,Socks,Clothing,39,Alabama,M,Red,Summer,4.9,Yes,Free Shipping,Yes,Yes,35,PayPal,Fortnightly
2334,27,Female,Jewelry,Accessories,48,Vermont,XL,Maroon,Spring,3.8,No,Express,No,No,14,Credit Card,Every 3 Months
2335,45,Female,Belt,Accessories,87,Idaho,M,Beige,Spring,4.0,No,2-Day Shipping,No,No,18,Debit Card,Every 3 Months
2336,26,Female,Dress,Clothing,84,Florida,S,Brown,Spring,2.7,No,Express,No,No,35,Credit Card,Bi-Weekly
2337,20,Male,Boots,Footwear,63,West Virginia,L,Orange,Spring,3.7,No,Standard,No,No,40,PayPal,Monthly
2338,22,Male,Handbag,Accessories,21,Texas,M,Olive,Summer,4.6,No,Free Shipping,Yes,Yes,44,Credit Card,Weekly
2339,38,Male,Sunglasses,Accessories,24,Wyoming,M,Violet,Spring,2.9,No,Next Day Air,No,No,28,PayPal,Annually
2340,20,Male,Shoes,Footwear,44,Maine,XL,Turquoise,Winter,4.5,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Bi-Weekly
2341,55,Female,Sneakers,Footwear,95,Maryland,L,Violet,Winter,4.5,No,Store Pickup,Yes,Yes,40,Bank Transfer,Every 3 Months
2342,60,Male,Gloves,Accessories,51,Illinois,S,Lavender,Fall,4.8,No,Express,No,No,25,Cash,Fortnightly
2343,43,Female,Boots,Footwear,63,Vermont,L,Cyan,Summer,3.2,Yes,Store Pickup,Yes,Yes,35,Cash,Monthly
2344,53,Female,Jewelry,Accessories,90,North Carolina,M,Indigo,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,17,Venmo,Weekly
2345,43,Male,Gloves,Accessories,33,Hawaii,M,White,Summer,2.9,No,Standard,No,No,50,Cash,Weekly
2346,34,Male,Boots,Footwear,58,South Dakota,XL,Black,Spring,4.1,Yes,Express,No,No,23,Debit Card,Fortnightly
2347,19,Male,Handbag,Accessories,64,Mississippi,S,Maroon,Fall,3.6,No,Store Pickup,Yes,Yes,16,Cash,Monthly
2348,36,Female,Hoodie,Clothing,87,Montana,L,Magenta,Spring,4.5,No,Express,No,No,14,Debit Card,Monthly
2349,65,Female,Sweater,Clothing,74,Hawaii,L,Green,Winter,2.7,No,Free Shipping,No,No,29,Venmo,Monthly
2350,52,Male,Sweater,Clothing,76,Nevada,L,Gray,Fall,4.6,Yes,Free Shipping,No,No,4,PayPal,Monthly
2351,56,Female,Coat,Outerwear,97,Minnesota,S,Cyan,Winter,4.2,No,Standard,Yes,Yes,5,Cash,Monthly
2352,23,Male,Handbag,Accessories,36,South Dakota,S,Peach,Fall,3.8,No,Free Shipping,No,No,20,Venmo,Quarterly
2353,68,Male,Hoodie,Clothing,23,North Carolina,S,Turquoise,Spring,5.0,No,2-Day Shipping,Yes,Yes,32,Debit Card,Bi-Weekly
2354,47,Male,Handbag,Accessories,98,South Dakota,S,Indigo,Spring,2.8,No,Standard,No,No,48,Bank Transfer,Annually
2355,36,Female,Backpack,Accessories,24,North Carolina,M,Violet,Winter,4.1,No,Next Day Air,No,No,12,Cash,Every 3 Months
2356,36,Male,Backpack,Accessories,48,Hawaii,M,Red,Winter,2.7,No,Free Shipping,Yes,Yes,24,Debit Card,Bi-Weekly
2357,45,Male,Sneakers,Footwear,91,North Dakota,M,Purple,Summer,4.8,No,Next Day Air,Yes,Yes,21,Credit Card,Annually
2358,25,Female,Blouse,Clothing,53,Alabama,L,Brown,Winter,3.0,No,Store Pickup,No,No,39,Venmo,Fortnightly
2359,34,Male,Backpack,Accessories,48,Illinois,M,Olive,Spring,3.8,No,Express,No,No,28,Debit Card,Bi-Weekly
2360,45,Female,Coat,Outerwear,25,Hawaii,M,Pink,Winter,3.1,No,2-Day Shipping,Yes,Yes,19,Debit Card,Monthly
2361,37,Female,Blouse,Clothing,49,California,M,Turquoise,Summer,4.4,No,Store Pickup,Yes,Yes,19,Debit Card,Fortnightly
2362,66,Male,Hat,Accessories,94,Florida,M,Indigo,Summer,4.7,No,Next Day Air,Yes,Yes,21,Bank Transfer,Every 3 Months
2363,22,Male,Belt,Accessories,93,Illinois,L,Violet,Summer,4.4,Yes,Next Day Air,No,No,38,Cash,Every 3 Months
2364,33,Male,Dress,Clothing,76,California,XL,Orange,Spring,4.7,Yes,Free Shipping,No,No,50,Credit Card,Quarterly
2365,25,Female,Jacket,Outerwear,38,Kentucky,L,Turquoise,Winter,3.5,No,Store Pickup,No,No,49,PayPal,Annually
2366,68,Male,Pants,Clothing,44,North Carolina,M,Silver,Spring,4.8,No,Store Pickup,Yes,Yes,18,Debit Card,Fortnightly
2367,34,Male,Shirt,Clothing,32,West Virginia,XL,Charcoal,Winter,3.7,No,Free Shipping,No,No,2,Debit Card,Fortnightly
2368,68,Male,Shoes,Footwear,49,Illinois,L,Olive,Spring,3.9,No,Standard,No,No,17,Venmo,Quarterly
2369,44,Male,Hat,Accessories,64,Indiana,L,Peach,Fall,4.4,No,Express,No,No,11,PayPal,Quarterly
2370,25,Male,Boots,Footwear,89,Alaska,M,Teal,Spring,3.0,No,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
2371,18,Male,Hat,Accessories,97,Mississippi,S,Green,Winter,2.7,No,Express,Yes,Yes,44,Credit Card,Fortnightly
2372,55,Female,Shirt,Clothing,46,Minnesota,M,Turquoise,Fall,3.1,No,Store Pickup,No,No,35,Bank Transfer,Quarterly
2373,59,Male,Coat,Outerwear,22,Indiana,S,Magenta,Fall,4.8,Yes,Free Shipping,Yes,Yes,44,Bank Transfer,Bi-Weekly
2374,41,Male,Shirt,Clothing,30,Ohio,S,Teal,Spring,3.7,No,Store Pickup,Yes,Yes,48,Cash,Bi-Weekly
2375,20,Female,Skirt,Clothing,21,Louisiana,M,Red,Fall,4.6,No,Express,No,No,29,PayPal,Annually
2376,52,Male,Blouse,Clothing,74,California,M,Green,Fall,3.1,Yes,Standard,Yes,Yes,25,Bank Transfer,Every 3 Months
2377,39,Male,Boots,Footwear,64,Alaska,L,Gray,Spring,4.2,Yes,Store Pickup,No,No,6,Debit Card,Quarterly
2378,39,Male,Boots,Footwear,92,Iowa,M,Gray,Spring,4.4,No,Next Day Air,Yes,Yes,42,Venmo,Quarterly
2379,24,Male,Jacket,Outerwear,97,California,L,Lavender,Spring,2.5,No,Standard,No,No,30,Credit Card,Weekly
2380,40,Male,Dress,Clothing,22,Maryland,XL,Peach,Winter,4.7,Yes,Store Pickup,No,No,8,Bank Transfer,Monthly
2381,58,Male,Shoes,Footwear,35,Oklahoma,M,Magenta,Summer,2.7,No,Standard,No,No,20,PayPal,Every 3 Months
2382,64,Male,Sneakers,Footwear,64,Idaho,M,Teal,Winter,4.8,No,Standard,No,No,47,Debit Card,Weekly
2383,70,Male,Hoodie,Clothing,35,Rhode Island,S,Silver,Winter,2.8,No,Next Day Air,Yes,Yes,32,Bank Transfer,Weekly
2384,21,Male,Hoodie,Clothing,26,Nevada,L,Turquoise,Fall,3.8,No,Express,Yes,Yes,21,Debit Card,Monthly
2385,47,Male,Gloves,Accessories,61,Ohio,L,Lavender,Winter,3.7,No,Store Pickup,No,No,16,Venmo,Annually
2386,61,Male,Pants,Clothing,43,Illinois,XL,Violet,Summer,3.2,Yes,Next Day Air,Yes,Yes,9,Cash,Annually
2387,65,Male,Hoodie,Clothing,67,Wyoming,S,Violet,Winter,4.1,No,Free Shipping,Yes,Yes,46,Venmo,Every 3 Months
2388,44,Female,Boots,Footwear,56,Oregon,M,Black,Fall,4.7,No,Standard,Yes,Yes,27,Venmo,Fortnightly
2389,42,Female,Jeans,Clothing,28,Colorado,M,Gray,Summer,3.5,Yes,Free Shipping,No,No,33,PayPal,Quarterly
2390,34,Male,Sandals,Footwear,36,Nevada,L,Teal,Winter,4.8,No,2-Day Shipping,No,No,20,Debit Card,Fortnightly
2391,51,Male,Sweater,Clothing,38,Hawaii,M,Cyan,Fall,4.6,No,Standard,No,No,26,Debit Card,Fortnightly
2392,67,Female,Jeans,Clothing,80,New York,M,Charcoal,Winter,3.9,No,Next Day Air,No,No,18,Venmo,Every 3 Months
2393,62,Male,Pants,Clothing,54,Arkansas,L,Red,Summer,4.5,No,Next Day Air,Yes,Yes,5,Cash,Fortnightly
2394,27,Male,Socks,Clothing,93,Missouri,L,Indigo,Spring,5.0,No,Express,No,No,42,Bank Transfer,Every 3 Months
2395,26,Female,Socks,Clothing,75,Oregon,XL,Purple,Summer,4.2,Yes,Express,Yes,Yes,34,Venmo,Monthly
2396,18,Male,Belt,Accessories,25,Florida,M,Gold,Fall,4.1,Yes,2-Day Shipping,No,No,2,Cash,Every 3 Months
2397,51,Female,Dress,Clothing,27,Louisiana,S,Charcoal,Summer,2.6,No,2-Day Shipping,Yes,Yes,40,Debit Card,Quarterly
2398,57,Male,Sunglasses,Accessories,79,Oregon,M,Beige,Summer,3.8,No,Standard,Yes,Yes,42,Debit Card,Monthly
2399,52,Male,Shorts,Clothing,65,Tennessee,M,Pink,Spring,3.0,Yes,Next Day Air,No,No,18,Debit Card,Fortnightly
2400,67,Male,Jeans,Clothing,36,South Carolina,L,Lavender,Summer,3.4,No,2-Day Shipping,No,No,48,Venmo,Fortnightly
2401,35,Male,Pants,Clothing,83,New Jersey,M,Charcoal,Fall,4.4,No,2-Day Shipping,No,No,18,PayPal,Weekly
2402,24,Male,Gloves,Accessories,49,Oregon,XL,Brown,Fall,2.9,No,2-Day Shipping,No,No,45,Bank Transfer,Weekly
2403,42,Male,Dress,Clothing,76,California,S,Gray,Summer,3.4,No,Store Pickup,Yes,Yes,38,Debit Card,Monthly
2404,50,Female,Jewelry,Accessories,97,Minnesota,L,Gold,Spring,4.3,No,Free Shipping,No,No,38,Venmo,Every 3 Months
2405,37,Female,Boots,Footwear,72,Maine,M,Gold,Winter,4.1,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly
2406,65,Female,Jewelry,Accessories,95,Mississippi,XL,Brown,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Venmo,Annually
2407,46,Female,Shoes,Footwear,40,Iowa,XL,White,Fall,5.0,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly
2408,26,Female,Pants,Clothing,49,Illinois,M,Purple,Summer,3.1,No,Store Pickup,No,No,35,Bank Transfer,Quarterly
2409,51,Female,Hoodie,Clothing,47,Massachusetts,L,Peach,Spring,4.7,No,Next Day Air,No,No,1,PayPal,Quarterly
2410,64,Male,Jacket,Outerwear,58,Maryland,L,Cyan,Fall,3.2,No,2-Day Shipping,No,No,1,Credit Card,Bi-Weekly
2411,18,Male,Scarf,Accessories,98,Colorado,XL,Orange,Spring,3.3,No,Store Pickup,No,No,16,Credit Card,Annually
2412,53,Male,Socks,Clothing,87,Georgia,M,Yellow,Spring,2.6,No,Standard,Yes,Yes,29,Venmo,Quarterly
2413,35,Male,Gloves,Accessories,77,Montana,M,Red,Fall,5.0,No,Free Shipping,No,No,44,PayPal,Quarterly
2414,38,Male,Jacket,Outerwear,47,Alaska,M,Yellow,Summer,4.2,No,Express,Yes,Yes,6,Cash,Weekly
2415,60,Male,Backpack,Accessories,54,Arizona,M,Magenta,Winter,3.4,No,2-Day Shipping,Yes,Yes,21,Venmo,Weekly
2416,66,Male,Blouse,Clothing,53,Arizona,S,Olive,Summer,4.0,No,Standard,No,No,14,Venmo,Monthly
2417,26,Male,Handbag,Accessories,85,Alaska,S,Red,Winter,3.1,No,Next Day Air,Yes,Yes,15,Credit Card,Every 3 Months
2418,39,Male,Shoes,Footwear,27,Iowa,M,Green,Fall,4.6,Yes,Next Day Air,No,No,40,Debit Card,Quarterly
2419,63,Male,Shoes,Footwear,80,Idaho,L,Cyan,Summer,3.2,Yes,Next Day Air,No,No,3,Credit Card,Weekly
2420,31,Male,Jeans,Clothing,52,Maryland,L,Olive,Fall,3.9,No,Free Shipping,Yes,Yes,10,Venmo,Monthly
2421,36,Female,Skirt,Clothing,66,Indiana,S,Maroon,Spring,4.7,No,Store Pickup,No,No,30,PayPal,Quarterly
2422,23,Male,Shorts,Clothing,79,New Jersey,S,Charcoal,Summer,3.5,Yes,Express,Yes,Yes,13,Bank Transfer,Bi-Weekly
2423,29,Female,Sweater,Clothing,97,Montana,M,Black,Summer,5.0,Yes,Express,No,No,25,Debit Card,Monthly
2424,46,Male,Sunglasses,Accessories,100,Wyoming,L,Turquoise,Summer,3.7,No,2-Day Shipping,Yes,Yes,29,Credit Card,Bi-Weekly
2425,45,Male,Dress,Clothing,37,Maryland,L,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,5,Debit Card,Weekly
2426,59,Female,Coat,Outerwear,45,California,M,Gold,Summer,3.5,No,Free Shipping,No,No,43,Bank Transfer,Weekly
2427,38,Male,Blouse,Clothing,24,Louisiana,L,Charcoal,Winter,4.6,No,Free Shipping,Yes,Yes,29,Cash,Bi-Weekly
2428,22,Male,Shirt,Clothing,70,Kansas,L,Turquoise,Fall,4.8,No,Express,Yes,Yes,16,Debit Card,Fortnightly
2429,23,Male,Jeans,Clothing,22,New Jersey,M,Yellow,Spring,4.2,Yes,Free Shipping,Yes,Yes,43,Bank Transfer,Weekly
2430,58,Female,Hoodie,Clothing,50,Iowa,S,Beige,Spring,4.1,No,Express,Yes,Yes,37,Venmo,Fortnightly
2431,29,Male,Dress,Clothing,75,Idaho,M,Charcoal,Fall,4.9,No,2-Day Shipping,No,No,38,Venmo,Fortnightly
2432,30,Female,Pants,Clothing,27,Alaska,L,Beige,Summer,2.8,No,Store Pickup,Yes,Yes,2,Credit Card,Bi-Weekly
2433,41,Male,Socks,Clothing,24,Ohio,L,Maroon,Winter,2.7,No,2-Day Shipping,Yes,Yes,32,Debit Card,Quarterly
2434,28,Male,Coat,Outerwear,58,Indiana,M,Black,Fall,4.9,No,Store Pickup,No,No,50,Bank Transfer,Weekly
2435,62,Male,Jeans,Clothing,34,Nebraska,M,Olive,Spring,2.7,Yes,Free Shipping,No,No,48,Debit Card,Every 3 Months
