customer_id,age,gender,item_purchased,category,purchase_amount_usd,state,size,color,season,satisfaction_score,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,observed_category,estimated_total_purchases,observed_promo_usage,frequency_proxy_days,gross_amount,discount_amount,estimated_cogs_40,net_margin_contribution,margin_cogs_30,margin_cogs_50,loyalty_def_A_behavioral,loyalty_def_B_organic_margin,strategic_segment
1651,66,Male,Shirt,Clothing,55,Vermont,L,Turquoise,Fall,2.8,No,Standard,No,No,19,Debit Card,Weekly,Clothing,20,0,7,55.0,0.0,22.0,28.0,33.5,22.5,False,False,1. High Value Organic
1652,18,Male,Scarf,Accessories,54,New York,M,Green,Spring,3.1,No,Store Pickup,No,No,1,Bank Transfer,Quarterly,Accessories,2,0,90,54.0,0.0,21.6,27.4,32.8,22.0,False,False,4. Mid-Tier Core
1653,68,Male,Dress,Clothing,77,Delaware,M,Black,Summer,3.3,No,Next Day Air,No,No,9,Bank Transfer,Monthly,Clothing,10,0,30,77.0,0.0,30.8,41.2,48.9,33.5,False,False,4. Mid-Tier Core
1654,28,Female,Scarf,Accessories,69,Massachusetts,M,Charcoal,Summer,4.8,No,Standard,Yes,Yes,50,Credit Card,Fortnightly,Accessories,51,1,14,86.25,17.25,34.5,29.5,38.12,20.88,False,False,3. Promo-Using Repeat
1655,23,Female,Shorts,Clothing,70,Maine,XL,Yellow,Winter,3.6,Yes,Store Pickup,No,No,28,Credit Card,Fortnightly,Clothing,29,0,14,70.0,0.0,28.0,37.0,44.0,30.0,False,False,1. High Value Organic
1656,60,Male,Sandals,Footwear,85,Missouri,M,Green,Winter,4.0,No,Free Shipping,No,No,20,Venmo,Every 3 Months,Footwear,21,0,90,85.0,0.0,34.0,46.0,54.5,37.5,True,True,1. High Value Organic
1657,67,Female,Shorts,Clothing,56,Colorado,S,Magenta,Fall,3.3,Yes,2-Day Shipping,No,No,45,Bank Transfer,Quarterly,Clothing,46,0,90,56.0,0.0,22.4,28.6,34.2,23.0,False,False,1. High Value Organic
1658,37,Female,Hoodie,Clothing,63,California,L,Yellow,Fall,4.8,No,Store Pickup,No,No,18,PayPal,Annually,Clothing,19,0,365,63.0,0.0,25.2,32.8,39.1,26.5,False,False,1. High Value Organic
1659,19,Male,Dress,Clothing,23,South Dakota,L,Green,Spring,4.9,Yes,Express,No,No,8,Cash,Every 3 Months,Clothing,9,0,90,23.0,0.0,9.2,8.8,11.1,6.5,False,False,4. Mid-Tier Core
1660,65,Female,Scarf,Accessories,42,Iowa,M,Teal,Winter,3.5,No,Express,No,No,42,Cash,Quarterly,Accessories,43,0,90,42.0,0.0,16.8,20.2,24.4,16.0,False,False,4. Mid-Tier Core
1661,52,Male,Sunglasses,Accessories,91,Alaska,M,Pink,Summer,2.9,No,Express,Yes,Yes,10,PayPal,Every 3 Months,Accessories,11,1,90,113.75,22.75,45.5,40.5,51.88,29.12,False,False,2. High Spend Bargain Hunter
1662,63,Male,Dress,Clothing,46,Colorado,M,Peach,Spring,2.9,No,Standard,Yes,Yes,33,Bank Transfer,Annually,Clothing,34,1,365,57.5,11.5,23.0,18.0,23.75,12.25,False,False,3. Promo-Using Repeat
1663,68,Male,Backpack,Accessories,39,Texas,S,White,Spring,4.8,No,Next Day Air,Yes,Yes,36,Bank Transfer,Every 3 Months,Accessories,37,1,90,48.75,9.75,19.5,14.5,19.38,9.62,False,False,3. Promo-Using Repeat
1664,69,Female,Coat,Outerwear,61,Georgia,XL,Indigo,Spring,4.4,No,Standard,No,No,32,PayPal,Every 3 Months,Outerwear,33,0,90,61.0,0.0,24.4,31.6,37.7,25.5,False,False,1. High Value Organic
1665,63,Female,Pants,Clothing,40,New Hampshire,XL,Beige,Winter,2.5,No,Free Shipping,Yes,Yes,46,Cash,Bi-Weekly,Clothing,47,1,14,50.0,10.0,20.0,15.0,20.0,10.0,False,False,3. Promo-Using Repeat
1666,34,Male,Hoodie,Clothing,90,Arizona,S,Yellow,Summer,4.1,No,Store Pickup,No,No,28,PayPal,Monthly,Clothing,29,0,30,90.0,0.0,36.0,49.0,58.0,40.0,True,True,1. High Value Organic
1667,23,Male,Dress,Clothing,58,Alabama,M,Green,Summer,3.7,No,Free Shipping,No,No,7,Cash,Annually,Clothing,8,0,365,58.0,0.0,23.2,29.8,35.6,24.0,False,False,4. Mid-Tier Core
1668,32,Male,Hat,Accessories,51,Alaska,XL,Black,Spring,3.5,No,Standard,Yes,Yes,38,Cash,Monthly,Accessories,39,1,30,63.75,12.75,25.5,20.5,26.88,14.12,False,False,3. Promo-Using Repeat
1669,18,Male,Sandals,Footwear,86,North Dakota,M,Magenta,Winter,3.2,No,Standard,Yes,Yes,19,PayPal,Annually,Footwear,20,1,365,107.5,21.5,43.0,38.0,48.75,27.25,False,False,2. High Spend Bargain Hunter
1670,29,Male,Hoodie,Clothing,79,Arkansas,M,Black,Spring,3.6,Yes,Standard,No,No,28,Credit Card,Every 3 Months,Clothing,29,0,90,79.0,0.0,31.6,42.4,50.3,34.5,True,True,1. High Value Organic
1671,44,Male,Sunglasses,Accessories,21,North Carolina,L,Gold,Summer,3.8,Yes,Standard,Yes,Yes,19,Bank Transfer,Monthly,Accessories,20,1,30,26.25,5.25,10.5,5.5,8.12,2.88,False,False,3. Promo-Using Repeat
1672,67,Female,Socks,Clothing,92,Kentucky,S,Pink,Summer,3.7,No,Next Day Air,No,No,8,Debit Card,Weekly,Clothing,9,0,7,92.0,0.0,36.8,50.2,59.4,41.0,False,False,4. Mid-Tier Core
1673,26,Male,Sneakers,Footwear,46,Georgia,S,Lavender,Spring,3.9,No,Next Day Air,No,No,33,Bank Transfer,Annually,Footwear,34,0,365,46.0,0.0,18.4,22.6,27.2,18.0,False,False,4. Mid-Tier Core
1674,69,Male,Socks,Clothing,34,Arkansas,M,Magenta,Spring,3.3,No,Express,No,No,23,Credit Card,Weekly,Clothing,24,0,7,34.0,0.0,13.6,15.4,18.8,12.0,False,False,4. Mid-Tier Core
1675,46,Male,Pants,Clothing,59,Vermont,S,Violet,Winter,3.1,No,Next Day Air,No,No,4,PayPal,Quarterly,Clothing,5,0,90,59.0,0.0,23.6,30.4,36.3,24.5,False,False,4. Mid-Tier Core
1676,35,Male,Backpack,Accessories,55,Missouri,L,Pink,Fall,4.3,No,2-Day Shipping,Yes,Yes,11,PayPal,Annually,Accessories,12,1,365,68.75,13.75,27.5,22.5,29.38,15.62,False,False,3. Promo-Using Repeat
1677,25,Male,Sunglasses,Accessories,62,Mississippi,XL,Maroon,Fall,4.8,No,Free Shipping,No,No,21,Debit Card,Monthly,Accessories,22,0,30,62.0,0.0,24.8,32.2,38.4,26.0,False,False,1. High Value Organic
1678,22,Male,Hat,Accessories,33,Missouri,L,Yellow,Winter,4.9,Yes,Next Day Air,No,No,13,Bank Transfer,Weekly,Accessories,14,0,7,33.0,0.0,13.2,14.8,18.1,11.5,False,False,4. Mid-Tier Core
1679,21,Male,Sandals,Footwear,87,Wyoming,M,Charcoal,Fall,5.0,No,Next Day Air,No,No,30,Bank Transfer,Bi-Weekly,Footwear,31,0,14,87.0,0.0,34.8,47.2,55.9,38.5,True,True,1. High Value Organic
1680,52,Male,Shirt,Clothing,60,Alabama,M,Lavender,Summer,2.6,No,Store Pickup,No,No,16,Venmo,Annually,Clothing,17,0,365,60.0,0.0,24.0,31.0,37.0,25.0,False,False,1. High Value Organic
1681,36,Male,Sandals,Footwear,63,Idaho,M,Peach,Spring,4.3,No,Standard,Yes,Yes,6,Debit Card,Annually,Footwear,7,1,365,78.75,15.75,31.5,26.5,34.38,18.62,False,False,3. Promo-Using Repeat
1682,64,Male,Boots,Footwear,65,Alabama,XL,Brown,Winter,2.5,No,Store Pickup,No,No,41,Bank Transfer,Weekly,Footwear,42,0,7,65.0,0.0,26.0,34.0,40.5,27.5,False,False,1. High Value Organic
1683,29,Female,Hoodie,Clothing,42,Delaware,L,Pink,Spring,3.3,No,Store Pickup,No,No,47,Venmo,Bi-Weekly,Clothing,48,0,14,42.0,0.0,16.8,20.2,24.4,16.0,False,False,4. Mid-Tier Core
1684,20,Male,Boots,Footwear,44,Colorado,S,White,Winter,4.7,Yes,Free Shipping,Yes,Yes,19,PayPal,Bi-Weekly,Footwear,20,1,14,55.0,11.0,22.0,17.0,22.5,11.5,False,False,3. Promo-Using Repeat
1685,45,Male,Pants,Clothing,38,Alabama,M,Charcoal,Summer,3.9,Yes,Standard,Yes,Yes,11,PayPal,Monthly,Clothing,12,1,30,47.5,9.5,19.0,14.0,18.75,9.25,False,False,3. Promo-Using Repeat
1686,25,Female,Shorts,Clothing,66,New York,XL,Yellow,Summer,4.4,No,Free Shipping,Yes,Yes,15,Credit Card,Every 3 Months,Clothing,16,1,90,82.5,16.5,33.0,28.0,36.25,19.75,False,False,3. Promo-Using Repeat
1687,34,Male,Belt,Accessories,29,South Carolina,L,Purple,Winter,5.0,Yes,Express,Yes,Yes,36,PayPal,Weekly,Accessories,37,1,7,36.25,7.25,14.5,9.5,13.12,5.88,False,False,3. Promo-Using Repeat
1688,31,Male,Sunglasses,Accessories,33,Texas,L,Black,Spring,4.0,Yes,Store Pickup,No,No,28,Cash,Quarterly,Accessories,29,0,90,33.0,0.0,13.2,14.8,18.1,11.5,False,False,4. Mid-Tier Core
1689,63,Male,Backpack,Accessories,26,Ohio,M,Cyan,Winter,2.5,No,2-Day Shipping,No,No,47,Debit Card,Fortnightly,Accessories,48,0,14,26.0,0.0,10.4,10.6,13.2,8.0,False,False,4. Mid-Tier Core
1690,57,Male,Coat,Outerwear,49,Montana,M,Silver,Winter,3.4,Yes,Express,Yes,Yes,30,Credit Card,Bi-Weekly,Outerwear,31,1,14,61.25,12.25,24.5,19.5,25.62,13.38,False,False,3. Promo-Using Repeat
1691,47,Female,Coat,Outerwear,34,Idaho,M,Maroon,Spring,5.0,Yes,Standard,No,No,47,Debit Card,Fortnightly,Outerwear,48,0,14,34.0,0.0,13.6,15.4,18.8,12.0,False,False,4. Mid-Tier Core
1692,67,Female,Belt,Accessories,97,West Virginia,L,Beige,Spring,2.6,No,2-Day Shipping,No,No,9,Cash,Annually,Accessories,10,0,365,97.0,0.0,38.8,53.2,62.9,43.5,False,False,4. Mid-Tier Core
1693,44,Female,Sweater,Clothing,63,Georgia,M,Turquoise,Fall,2.9,No,Next Day Air,Yes,Yes,43,PayPal,Weekly,Clothing,44,1,7,78.75,15.75,31.5,26.5,34.38,18.62,False,False,3. Promo-Using Repeat
1694,70,Male,Socks,Clothing,57,Nevada,S,Beige,Spring,3.9,No,Standard,Yes,Yes,41,Cash,Bi-Weekly,Clothing,42,1,14,71.25,14.25,28.5,23.5,30.62,16.38,False,False,3. Promo-Using Repeat
1695,53,Female,Socks,Clothing,92,Louisiana,S,Gold,Fall,5.0,No,Standard,Yes,Yes,2,PayPal,Quarterly,Clothing,3,1,90,115.0,23.0,46.0,41.0,52.5,29.5,False,False,2. High Spend Bargain Hunter
1696,30,Male,Dress,Clothing,84,Kansas,M,Cyan,Fall,3.2,No,Store Pickup,No,No,4,Debit Card,Bi-Weekly,Clothing,5,0,14,84.0,0.0,33.6,45.4,53.8,37.0,False,False,4. Mid-Tier Core
1697,30,Male,Dress,Clothing,87,Maine,L,Yellow,Winter,4.8,No,Express,No,No,12,PayPal,Weekly,Clothing,13,0,7,87.0,0.0,34.8,47.2,55.9,38.5,False,False,1. High Value Organic
1698,70,Female,Jeans,Clothing,67,Indiana,L,Cyan,Spring,3.2,No,Next Day Air,No,No,24,Venmo,Bi-Weekly,Clothing,25,0,14,67.0,0.0,26.8,35.2,41.9,28.5,False,False,1. High Value Organic
1699,32,Male,Blouse,Clothing,47,Missouri,M,Gray,Summer,2.9,Yes,Standard,Yes,Yes,8,Bank Transfer,Weekly,Clothing,9,1,7,58.75,11.75,23.5,18.5,24.38,12.62,False,False,3. Promo-Using Repeat
1700,53,Male,Coat,Outerwear,90,Minnesota,L,Maroon,Winter,4.5,No,Next Day Air,Yes,Yes,10,Debit Card,Every 3 Months,Outerwear,11,1,90,112.5,22.5,45.0,40.0,51.25,28.75,False,False,2. High Spend Bargain Hunter
1701,26,Male,Skirt,Clothing,70,Montana,L,Purple,Spring,4.2,No,Standard,No,No,42,Venmo,Fortnightly,Clothing,43,0,14,70.0,0.0,28.0,37.0,44.0,30.0,False,False,1. High Value Organic
1702,68,Male,Hat,Accessories,28,Georgia,S,Maroon,Summer,2.8,No,Express,No,No,5,Debit Card,Fortnightly,Accessories,6,0,14,28.0,0.0,11.2,11.8,14.6,9.0,False,False,4. Mid-Tier Core
1703,66,Male,Coat,Outerwear,94,North Dakota,S,Red,Fall,5.0,Yes,Free Shipping,No,No,37,PayPal,Bi-Weekly,Outerwear,38,0,14,94.0,0.0,37.6,51.4,60.8,42.0,True,True,1. High Value Organic
1704,25,Male,Sunglasses,Accessories,82,North Carolina,XL,Peach,Winter,3.3,No,2-Day Shipping,Yes,Yes,26,Bank Transfer,Weekly,Accessories,27,1,7,102.5,20.5,41.0,36.0,46.25,25.75,True,False,2. High Spend Bargain Hunter
1705,28,Male,Jeans,Clothing,31,New York,XL,Indigo,Winter,3.7,No,Free Shipping,No,No,41,Cash,Monthly,Clothing,42,0,30,31.0,0.0,12.4,13.6,16.7,10.5,False,False,4. Mid-Tier Core
1706,48,Male,Blouse,Clothing,35,Nevada,L,Cyan,Winter,4.9,No,Express,No,No,22,PayPal,Quarterly,Clothing,23,0,90,35.0,0.0,14.0,16.0,19.5,12.5,False,False,4. Mid-Tier Core
1707,69,Female,Skirt,Clothing,40,Delaware,M,Cyan,Winter,3.9,No,Standard,Yes,Yes,30,Cash,Bi-Weekly,Clothing,31,1,14,50.0,10.0,20.0,15.0,20.0,10.0,False,False,3. Promo-Using Repeat
1708,26,Female,Pants,Clothing,70,Georgia,M,Orange,Fall,3.9,Yes,Next Day Air,No,No,11,Cash,Bi-Weekly,Clothing,12,0,14,70.0,0.0,28.0,37.0,44.0,30.0,False,False,1. High Value Organic
1709,35,Female,Boots,Footwear,45,Arkansas,M,Pink,Winter,4.6,No,Store Pickup,Yes,Yes,13,PayPal,Quarterly,Footwear,14,1,90,56.25,11.25,22.5,17.5,23.12,11.88,False,False,3. Promo-Using Repeat
1710,60,Female,Shirt,Clothing,85,New York,M,Pink,Spring,4.6,No,Next Day Air,Yes,Yes,34,PayPal,Weekly,Clothing,35,1,7,106.25,21.25,42.5,37.5,48.12,26.88,True,False,2. High Spend Bargain Hunter
1711,46,Male,Boots,Footwear,80,Rhode Island,L,Orange,Spring,4.4,Yes,Free Shipping,Yes,Yes,32,Cash,Weekly,Footwear,33,1,7,100.0,20.0,40.0,35.0,45.0,25.0,True,False,2. High Spend Bargain Hunter
1712,41,Male,Handbag,Accessories,70,Iowa,M,Purple,Summer,3.3,Yes,Standard,Yes,Yes,38,Bank Transfer,Bi-Weekly,Accessories,39,1,14,87.5,17.5,35.0,30.0,38.75,21.25,False,False,3. Promo-Using Repeat
1713,36,Male,Skirt,Clothing,82,South Dakota,M,Olive,Spring,2.9,Yes,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,Clothing,12,1,14,102.5,20.5,41.0,36.0,46.25,25.75,False,False,2. High Spend Bargain Hunter
1714,65,Male,Coat,Outerwear,20,Delaware,XL,White,Fall,2.9,Yes,Next Day Air,No,No,29,Debit Card,Weekly,Outerwear,30,0,7,20.0,0.0,8.0,7.0,9.0,5.0,False,False,4. Mid-Tier Core
1715,41,Male,Shirt,Clothing,24,Maine,XL,Charcoal,Spring,3.1,Yes,Express,Yes,Yes,6,Bank Transfer,Quarterly,Clothing,7,1,90,30.0,6.0,12.0,7.0,10.0,4.0,False,False,3. Promo-Using Repeat
1716,64,Male,Jeans,Clothing,24,Indiana,L,Pink,Spring,2.8,No,Next Day Air,Yes,Yes,12,Debit Card,Fortnightly,Clothing,13,1,14,30.0,6.0,12.0,7.0,10.0,4.0,False,False,3. Promo-Using Repeat
1717,51,Male,Dress,Clothing,75,Maine,M,Indigo,Winter,4.7,No,Store Pickup,Yes,Yes,49,Credit Card,Annually,Clothing,50,1,365,93.75,18.75,37.5,32.5,41.88,23.12,False,False,3. Promo-Using Repeat
1718,51,Male,Socks,Clothing,97,New York,L,Pink,Winter,3.8,No,Next Day Air,No,No,10,Debit Card,Annually,Clothing,11,0,365,97.0,0.0,38.8,53.2,62.9,43.5,False,False,1. High Value Organic
1719,49,Male,Boots,Footwear,25,Louisiana,M,Yellow,Spring,4.6,No,Free Shipping,No,No,36,Bank Transfer,Bi-Weekly,Footwear,37,0,14,25.0,0.0,10.0,10.0,12.5,7.5,False,False,4. Mid-Tier Core
1720,57,Male,Shirt,Clothing,89,Maine,S,Gray,Spring,4.6,Yes,Express,Yes,Yes,48,Bank Transfer,Weekly,Clothing,49,1,7,111.25,22.25,44.5,39.5,50.62,28.38,True,False,2. High Spend Bargain Hunter
1721,52,Female,Gloves,Accessories,46,Utah,S,White,Winter,2.6,No,Store Pickup,No,No,30,Venmo,Annually,Accessories,31,0,365,46.0,0.0,18.4,22.6,27.2,18.0,False,False,4. Mid-Tier Core
1722,47,Male,Sunglasses,Accessories,75,Oklahoma,M,Pink,Fall,3.8,No,Express,No,No,14,PayPal,Monthly,Accessories,15,0,30,75.0,0.0,30.0,40.0,47.5,32.5,False,False,1. High Value Organic
1723,60,Male,Sneakers,Footwear,96,Florida,L,White,Summer,3.6,No,Free Shipping,Yes,Yes,50,Debit Card,Annually,Footwear,51,1,365,120.0,24.0,48.0,43.0,55.0,31.0,True,False,2. High Spend Bargain Hunter
1724,64,Male,Shirt,Clothing,60,Arkansas,S,Black,Fall,4.2,No,Express,Yes,Yes,25,Venmo,Monthly,Clothing,26,1,30,75.0,15.0,30.0,25.0,32.5,17.5,False,False,3. Promo-Using Repeat
1725,52,Male,Boots,Footwear,36,Tennessee,M,Olive,Summer,2.9,No,Standard,Yes,Yes,31,PayPal,Weekly,Footwear,32,1,7,45.0,9.0,18.0,13.0,17.5,8.5,False,False,3. Promo-Using Repeat
1726,65,Female,Boots,Footwear,52,Rhode Island,M,Maroon,Fall,2.7,No,Express,Yes,Yes,46,Venmo,Annually,Footwear,47,1,365,65.0,13.0,26.0,21.0,27.5,14.5,False,False,3. Promo-Using Repeat
1727,52,Male,Hoodie,Clothing,85,Texas,M,Gold,Spring,3.6,Yes,Free Shipping,No,No,2,Cash,Every 3 Months,Clothing,3,0,90,85.0,0.0,34.0,46.0,54.5,37.5,False,False,4. Mid-Tier Core
1728,48,Male,Dress,Clothing,66,Arkansas,M,Gold,Summer,2.7,No,Store Pickup,No,No,14,Credit Card,Fortnightly,Clothing,15,0,14,66.0,0.0,26.4,34.6,41.2,28.0,False,False,1. High Value Organic
1729,34,Male,Gloves,Accessories,27,Nebraska,L,Gray,Spring,2.9,No,Free Shipping,No,No,19,Credit Card,Bi-Weekly,Accessories,20,0,14,27.0,0.0,10.8,11.2,13.9,8.5,False,False,4. Mid-Tier Core
1730,68,Female,Jeans,Clothing,35,Tennessee,S,Cyan,Summer,3.1,No,Free Shipping,Yes,Yes,9,Bank Transfer,Every 3 Months,Clothing,10,1,90,43.75,8.75,17.5,12.5,16.88,8.12,False,False,3. Promo-Using Repeat
1731,22,Male,Jewelry,Accessories,64,Vermont,M,Indigo,Summer,2.8,No,Free Shipping,Yes,Yes,6,Bank Transfer,Bi-Weekly,Accessories,7,1,14,80.0,16.0,32.0,27.0,35.0,19.0,False,False,3. Promo-Using Repeat
1732,45,Female,Blouse,Clothing,72,Iowa,L,Violet,Spring,3.3,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Quarterly,Clothing,8,1,90,90.0,18.0,36.0,31.0,40.0,22.0,False,False,3. Promo-Using Repeat
1733,28,Male,Handbag,Accessories,38,Louisiana,M,Pink,Fall,4.5,No,2-Day Shipping,No,No,33,Debit Card,Annually,Accessories,34,0,365,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
1734,46,Male,Sandals,Footwear,68,Oklahoma,M,Lavender,Spring,4.0,Yes,Next Day Air,No,No,7,Credit Card,Quarterly,Footwear,8,0,90,68.0,0.0,27.2,35.8,42.6,29.0,False,False,4. Mid-Tier Core
1735,22,Female,Hat,Accessories,75,Hawaii,L,Orange,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,5,Debit Card,Quarterly,Accessories,6,1,90,93.75,18.75,37.5,32.5,41.88,23.12,False,False,3. Promo-Using Repeat
1736,18,Male,Shoes,Footwear,67,Missouri,L,Green,Winter,3.4,No,Express,No,No,15,Cash,Annually,Footwear,16,0,365,67.0,0.0,26.8,35.2,41.9,28.5,False,False,1. High Value Organic
1737,38,Male,Jacket,Outerwear,22,Idaho,L,Yellow,Spring,3.1,No,Free Shipping,No,No,31,Cash,Quarterly,Outerwear,32,0,90,22.0,0.0,8.8,8.2,10.4,6.0,False,False,4. Mid-Tier Core
1738,30,Male,Socks,Clothing,78,Utah,L,Black,Winter,4.7,Yes,2-Day Shipping,No,No,28,Credit Card,Monthly,Clothing,29,0,30,78.0,0.0,31.2,41.8,49.6,34.0,False,True,1. High Value Organic
1739,67,Female,Blouse,Clothing,55,California,XL,Red,Summer,3.3,Yes,Store Pickup,Yes,Yes,3,Credit Card,Bi-Weekly,Clothing,4,1,14,68.75,13.75,27.5,22.5,29.38,15.62,False,False,3. Promo-Using Repeat
1740,68,Male,Jacket,Outerwear,96,Maine,M,Violet,Spring,4.8,No,Express,Yes,Yes,25,Cash,Quarterly,Outerwear,26,1,90,120.0,24.0,48.0,43.0,55.0,31.0,True,False,2. High Spend Bargain Hunter
1741,46,Male,Boots,Footwear,23,Alabama,XL,Charcoal,Summer,4.7,Yes,Next Day Air,No,No,26,Bank Transfer,Quarterly,Footwear,27,0,90,23.0,0.0,9.2,8.8,11.1,6.5,False,False,4. Mid-Tier Core
1742,34,Male,Skirt,Clothing,61,Arizona,M,Brown,Summer,4.6,No,Standard,No,No,45,PayPal,Annually,Clothing,46,0,365,61.0,0.0,24.4,31.6,37.7,25.5,False,False,1. High Value Organic
1743,19,Male,Shorts,Clothing,28,Georgia,M,Gray,Winter,4.4,No,Next Day Air,No,No,13,Debit Card,Monthly,Clothing,14,0,30,28.0,0.0,11.2,11.8,14.6,9.0,False,False,4. Mid-Tier Core
1744,38,Female,Gloves,Accessories,54,Indiana,M,Purple,Winter,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months,Accessories,51,0,90,54.0,0.0,21.6,27.4,32.8,22.0,False,False,4. Mid-Tier Core
1745,44,Male,Coat,Outerwear,55,Alabama,XL,Teal,Fall,3.6,No,Standard,No,No,26,PayPal,Weekly,Outerwear,27,0,7,55.0,0.0,22.0,28.0,33.5,22.5,False,False,1. High Value Organic
1746,21,Female,Handbag,Accessories,56,Colorado,M,Orange,Winter,2.7,No,2-Day Shipping,No,No,17,Bank Transfer,Fortnightly,Accessories,18,0,14,56.0,0.0,22.4,28.6,34.2,23.0,False,False,1. High Value Organic
1747,63,Male,Jeans,Clothing,21,Rhode Island,L,Beige,Fall,2.8,No,Express,No,No,6,Credit Card,Quarterly,Clothing,7,0,90,21.0,0.0,8.4,7.6,9.7,5.5,False,False,4. Mid-Tier Core
1748,50,Male,Pants,Clothing,38,New Hampshire,S,Indigo,Summer,4.7,No,Store Pickup,No,No,34,Venmo,Quarterly,Clothing,35,0,90,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
1749,40,Female,Jewelry,Accessories,100,Maine,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,Accessories,41,1,30,125.0,25.0,50.0,45.0,57.5,32.5,True,False,2. High Spend Bargain Hunter
1750,58,Male,Sweater,Clothing,21,Tennessee,M,Brown,Fall,4.7,Yes,Express,No,No,45,Bank Transfer,Weekly,Clothing,46,0,7,21.0,0.0,8.4,7.6,9.7,5.5,False,False,4. Mid-Tier Core
1751,50,Female,Gloves,Accessories,41,Minnesota,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,12,Cash,Quarterly,Accessories,13,1,90,51.25,10.25,20.5,15.5,20.62,10.38,False,False,3. Promo-Using Repeat
1752,43,Male,Hat,Accessories,92,Oregon,XL,Purple,Summer,3.6,No,Free Shipping,No,No,47,PayPal,Weekly,Accessories,48,0,7,92.0,0.0,36.8,50.2,59.4,41.0,True,True,1. High Value Organic
1753,54,Female,Dress,Clothing,84,Arkansas,M,Maroon,Spring,3.7,No,2-Day Shipping,Yes,Yes,3,PayPal,Weekly,Clothing,4,1,7,105.0,21.0,42.0,37.0,47.5,26.5,False,False,2. High Spend Bargain Hunter
1754,53,Female,Boots,Footwear,78,North Dakota,L,Gray,Winter,3.1,No,Free Shipping,Yes,Yes,14,Debit Card,Bi-Weekly,Footwear,15,1,14,97.5,19.5,39.0,34.0,43.75,24.25,False,False,3. Promo-Using Repeat
1755,21,Female,Boots,Footwear,23,Florida,M,Silver,Spring,3.9,No,Express,Yes,Yes,19,Venmo,Fortnightly,Footwear,20,1,14,28.75,5.75,11.5,6.5,9.38,3.62,False,False,3. Promo-Using Repeat
1756,52,Male,Sunglasses,Accessories,45,South Dakota,M,Maroon,Spring,4.7,No,Express,Yes,Yes,30,Cash,Every 3 Months,Accessories,31,1,90,56.25,11.25,22.5,17.5,23.12,11.88,False,False,3. Promo-Using Repeat
1757,28,Female,Dress,Clothing,49,New Jersey,S,Orange,Summer,2.7,No,Next Day Air,No,No,42,PayPal,Fortnightly,Clothing,43,0,14,49.0,0.0,19.6,24.4,29.3,19.5,False,False,4. Mid-Tier Core
1758,41,Male,Scarf,Accessories,34,Utah,M,Green,Summer,4.0,No,Express,No,No,29,Credit Card,Every 3 Months,Accessories,30,0,90,34.0,0.0,13.6,15.4,18.8,12.0,False,False,4. Mid-Tier Core
1759,27,Male,Handbag,Accessories,76,Rhode Island,S,Beige,Summer,3.3,No,Express,No,No,1,Bank Transfer,Weekly,Accessories,2,0,7,76.0,0.0,30.4,40.6,48.2,33.0,False,False,4. Mid-Tier Core
1760,31,Male,Skirt,Clothing,93,New York,S,Brown,Spring,4.1,Yes,Next Day Air,No,No,21,Credit Card,Monthly,Clothing,22,0,30,93.0,0.0,37.2,50.8,60.1,41.5,True,True,1. High Value Organic
1761,28,Female,Dress,Clothing,41,Texas,L,Gold,Fall,4.0,No,Next Day Air,Yes,Yes,45,Debit Card,Fortnightly,Clothing,46,1,14,51.25,10.25,20.5,15.5,20.62,10.38,False,False,3. Promo-Using Repeat
1762,19,Male,Belt,Accessories,76,Illinois,M,Gold,Summer,4.4,No,Store Pickup,Yes,Yes,10,Cash,Quarterly,Accessories,11,1,90,95.0,19.0,38.0,33.0,42.5,23.5,False,False,3. Promo-Using Repeat
1763,19,Male,Shorts,Clothing,50,Louisiana,M,Maroon,Spring,4.2,No,Standard,No,No,13,Cash,Weekly,Clothing,14,0,7,50.0,0.0,20.0,25.0,30.0,20.0,False,False,4. Mid-Tier Core
1764,30,Female,Jeans,Clothing,64,Georgia,S,Cyan,Fall,4.1,No,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly,Clothing,35,1,7,80.0,16.0,32.0,27.0,35.0,19.0,False,False,3. Promo-Using Repeat
1765,44,Female,Shoes,Footwear,38,Iowa,XL,Pink,Fall,3.8,No,Next Day Air,No,No,19,Credit Card,Quarterly,Footwear,20,0,90,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
1766,56,Male,Belt,Accessories,63,Arizona,L,Beige,Spring,4.5,No,Standard,Yes,Yes,8,Debit Card,Quarterly,Accessories,9,1,90,78.75,15.75,31.5,26.5,34.38,18.62,False,False,3. Promo-Using Repeat
